Time,Open_EURUSD_D1,Close_EURUSD_D1,Volume_EURUSD_D1,Difference_EURUSD_D1,Open_EURCAD_D1,Close_EURCAD_D1,Volume_EURCAD_D1,Difference_EURCAD_D1,Open_EURCHF_D1,Close_EURCHF_D1,Volume_EURCHF_D1,Difference_EURCHF_D1,Open_EURGBP_D1,Close_EURGBP_D1,Volume_EURGBP_D1,Difference_EURGBP_D1,Open_EURJPY_D1,Close_EURJPY_D1,Volume_EURJPY_D1,Difference_EURJPY_D1
2007-06-14,1.33036,1.33115,653718,0.0007900000000000684,1.41967,1.42065,255470,0.0009799999999999809,1.656,1.65782,973475,0.0018200000000001548,0.6743,0.6759,1621461,0.0015999999999999348,163.22,163.785,1719651,0.5649999999999977
2007-06-15,1.3311,1.33867,390201,0.007570000000000077,1.42076,1.42903,238917,0.00827,1.6582,1.6618,783735,0.0036000000000000476,0.6759,0.6773,1468538,0.0014000000000000679,163.785,165.25,1729088,1.4650000000000034
2007-06-18,1.33765,1.34262,980219,0.004969999999999919,1.42636,1.43691,272427,0.010549999999999837,1.6613,1.6658,818577,0.0044999999999999485,0.6768,0.6765,1232034,-0.00029999999999996696,165.2,165.99,1792313,0.7900000000000205
2007-06-19,1.3426,1.34274,635897,0.000140000000000029,1.43685,1.42615,254557,-0.010699999999999932,1.6658,1.6646,869942,-0.0011999999999998678,0.6765,0.67545,1218800,-0.0010499999999999954,165.99,165.66,1863914,-0.3300000000000125
2007-06-20,1.34277,1.33852,640239,-0.004250000000000087,1.42633,1.42783,253951,0.0014999999999998348,1.6646,1.6591,1061056,-0.00550000000000006,0.67545,0.67225,1359879,-0.0031999999999999806,165.66,165.49,1986723,-0.1699999999999875
2007-06-21,1.33857,1.33842,637619,-0.0001500000000000945,1.4278,1.43666,252590,0.00886000000000009,1.6591,1.6621,897454,0.0029999999999998916,0.6723,0.672,1550412,-0.00029999999999996696,165.49,165.825,1947956,0.33499999999997954
2007-06-22,1.33847,1.34676,494777,0.008289999999999909,1.43669,1.43781,242329,0.0011200000000000099,1.6621,1.6556,995051,-0.00649999999999995,0.672,0.6735,1325879,0.0014999999999999458,165.825,166.85,1805902,1.0250000000000057
2007-06-25,1.34648,1.34572,695779,-0.0007599999999998719,1.43942,1.44092,263751,0.0015000000000000568,1.65506,1.65255,998934,-0.0025100000000000122,0.67367,0.6735,1238560,-0.00017000000000000348,166.6,166.04,2108166,-0.5600000000000023
2007-06-26,1.34574,1.34474,631610,-0.0009999999999998899,1.44087,1.43955,257033,-0.0013199999999999878,1.65255,1.6518,938564,-0.0007500000000000284,0.6735,0.6729,1696895,-0.0005999999999999339,166.04,165.39,2368903,-0.6500000000000057
2007-06-27,1.34474,1.3454,629597,0.0006599999999998829,1.4397,1.43936,256129,-0.00034000000000000696,1.6518,1.6542,1042076,0.0023999999999999577,0.6729,0.673,1711923,9.999999999998899e-05,165.39,165.52,2890906,0.13000000000002387
2007-06-28,1.34545,1.34407,630265,-0.0013799999999999368,1.43941,1.42424,257196,-0.015170000000000128,1.6542,1.6561,948748,0.0019000000000000128,0.6728,0.67115,1848221,-0.0016499999999999293,165.53,165.61,2462275,0.0800000000000125
2007-06-29,1.34404,1.35393,383641,0.009890000000000176,1.42419,1.44209,239873,0.017900000000000027,1.6561,1.6541,837341,-0.0020000000000000018,0.67115,0.6739,1784480,0.00275000000000003,165.61,166.76,2359954,1.1499999999999773
2007-07-02,1.35358,1.3619,949776,0.008320000000000105,1.43847,1.43994,270105,0.0014700000000000824,1.65301,1.6486,1115533,-0.004410000000000025,0.67395,0.6751,2172318,0.0011499999999999844,166.65,166.74,2510908,0.09000000000000341
2007-07-03,1.36197,1.36066,607820,-0.0013099999999999223,1.43998,1.44314,255107,0.0031600000000000517,1.6486,1.65455,849629,0.0059499999999999,0.6751,0.6746,1557152,-0.000500000000000056,166.74,166.58,1943275,-0.1599999999999966
2007-07-04,1.3607,1.36056,601427,-0.000140000000000029,1.44319,1.43934,253575,-0.003849999999999909,1.6546,1.6561,478370,0.0014999999999998348,0.67465,0.67505,954805,0.00040000000000006697,166.58,167.0,1252691,0.4199999999999875
2007-07-05,1.3606,1.35943,615417,-0.0011700000000001154,1.43938,1.43582,254945,-0.0035600000000000076,1.6561,1.6554,1053571,-0.0006999999999999229,0.6751,0.6757,1827721,0.0005999999999999339,167.02,167.145,2605926,0.125
2007-07-06,1.35941,1.36253,471048,0.0031200000000000117,1.43581,1.42955,239265,-0.006259999999999932,1.6554,1.6595,731246,0.0040999999999999925,0.6757,0.6776,1688237,0.0019000000000000128,167.15,168.06,1920297,0.9099999999999966
2007-07-09,1.36319,1.36197,634208,-0.0012199999999999989,1.42986,1.42984,273493,-1.999999999990898e-05,1.65957,1.657,864651,-0.002569999999999961,0.67747,0.6757,1404051,-0.0017700000000000493,168.23,167.87,1832690,-0.3599999999999852
2007-07-10,1.36196,1.37419,597011,0.012229999999999963,1.42987,1.44787,254481,0.018000000000000016,1.657,1.653,1360722,-0.0040000000000000036,0.6757,0.678,1925876,0.0023000000000000798,167.87,167.32,3460372,-0.5500000000000114
2007-07-11,1.37423,1.37462,604048,0.00038999999999989043,1.44781,1.4491,256256,0.0012900000000000134,1.653,1.6567,1837548,0.0037000000000000366,0.67805,0.67645,2887882,-0.0016000000000000458,167.32,168.12,4040389,0.8000000000000114
2007-07-12,1.3746,1.37795,595946,0.003349999999999964,1.44897,1.4408,254537,-0.00817000000000001,1.65635,1.6587,1369552,0.0023500000000000743,0.67645,0.6792,2038760,0.00275000000000003,168.12,168.92,2876279,0.799999999999983
2007-07-13,1.37792,1.37811,343760,0.00018999999999991246,1.44083,1.44341,243628,0.0025800000000000267,1.6587,1.6574,1167560,-0.0013000000000000789,0.6792,0.6772,1666498,-0.0020000000000000018,168.92,168.05,2475252,-0.8699999999999761
2007-07-16,1.37837,1.37754,855688,-0.0008300000000001084,1.44425,1.43811,265026,-0.006140000000000034,1.65697,1.6568,910340,-0.00017000000000000348,0.67744,0.6767,1524066,-0.0007400000000000739,168.08,168.09,2124924,0.009999999999990905
2007-07-17,1.37755,1.38115,538552,0.0036000000000000476,1.43817,1.44049,258095,0.0023200000000000998,1.6568,1.65515,1215410,-0.0016500000000001513,0.6767,0.6742,1807407,-0.0024999999999999467,168.1,168.41,2764478,0.3100000000000023
2007-07-18,1.38116,1.38052,557592,-0.0006399999999999739,1.44039,1.44236,256272,0.0019700000000000273,1.6552,1.6575,1328296,0.0022999999999999687,0.6742,0.67275,1913513,-0.0014500000000000624,168.41,168.41,3039217,0.0
2007-07-19,1.38066,1.37929,575840,-0.0013700000000000934,1.44238,1.43921,256959,-0.003169999999999895,1.6575,1.66055,991724,0.003049999999999997,0.6728,0.6735,1844929,0.0007000000000000339,168.41,168.62,2576818,0.21000000000000796
2007-07-20,1.37929,1.38251,656103,0.0032200000000000006,1.43896,1.44961,241994,0.010650000000000048,1.6606,1.6603,975959,-0.00029999999999996696,0.6735,0.6723,1672390,-0.0011999999999999789,168.61,167.66,2931840,-0.950000000000017
2007-07-23,1.38334,1.38265,1130085,-0.0006900000000000794,1.44918,1.44677,270194,-0.0024100000000000232,1.66096,1.66395,1041713,0.002990000000000048,0.6728,0.6701,1387775,-0.0026999999999999247,168.25,166.72,3168222,-1.5300000000000011
2007-07-24,1.38287,1.38042,862338,-0.0024500000000000632,1.44696,1.43252,256277,-0.014440000000000008,1.66395,1.6625,965566,-0.0014499999999999513,0.6701,0.67115,1439401,0.0010499999999999954,166.72,165.5,3327784,-1.2199999999999989
2007-07-25,1.38008,1.37083,859747,-0.00924999999999998,1.43265,1.42846,255830,-0.004189999999999916,1.6625,1.6643,1149411,0.0017999999999998018,0.67115,0.668,1760399,-0.003149999999999986,165.51,165.43,3874685,-0.07999999999998408
2007-07-26,1.37074,1.37426,859406,0.0035199999999999676,1.42853,1.44734,258085,0.018809999999999993,1.66425,1.655,1084001,-0.00924999999999998,0.668,0.6712,1912043,0.0031999999999999806,165.44,163.47,3949442,-1.9699999999999989
2007-07-27,1.37404,1.36306,800996,-0.01097999999999999,1.44747,1.45003,241700,0.0025599999999998957,1.655,1.6471,1206268,-0.007900000000000018,0.6712,0.6735,2256963,0.0022999999999999687,163.47,161.51,3727174,-1.960000000000008
2007-07-30,1.36206,1.371,922823,0.008939999999999948,1.4495,1.4603,275146,0.01079999999999992,1.6462,1.648,971589,0.0017999999999998018,0.6728,0.67495,1750687,0.0021500000000000963,161.34,163.15,3732208,1.8100000000000023
2007-07-31,1.37115,1.36528,862991,-0.005870000000000042,1.4603,1.4565,257704,-0.0038000000000000256,1.648,1.642,884718,-0.006000000000000005,0.67495,0.67315,1691538,-0.0018000000000000238,163.15,161.82,3633224,-1.3300000000000125
2007-08-01,1.36534,1.36527,858960,-7.00000000000145e-05,1.45655,1.44345,258830,-0.013100000000000112,1.64195,1.6443,1380624,0.0023500000000000743,0.6732,0.6729,1968557,-0.00029999999999996696,161.82,162.18,3982116,0.36000000000001364
2007-08-02,1.36525,1.36974,861813,0.004489999999999883,1.4435,1.44263,257092,-0.0008699999999999264,1.6443,1.64845,870689,0.004149999999999876,0.6729,0.67285,1479150,-5.0000000000105516e-05,162.185,163.38,2789294,1.1949999999999932
2007-08-03,1.36975,1.37698,800391,0.00723000000000007,1.44259,1.4547,246233,0.012110000000000065,1.64855,1.6398,1095946,-0.008750000000000036,0.67285,0.6747,1194932,0.0018500000000000183,163.38,162.56,2341097,-0.8199999999999932
2007-08-06,1.3786,1.38086,907858,0.0022599999999999287,1.45846,1.45264,266828,-0.005820000000000158,1.63748,1.64265,1667718,0.005169999999999897,0.6767,0.6793,1924079,0.0026000000000000467,162.24,163.865,3606826,1.625
2007-08-07,1.38088,1.37513,859709,-0.005750000000000144,1.45266,1.44994,256685,-0.0027200000000000557,1.6427,1.6455,1137378,0.0027999999999999137,0.67925,0.6801,1874223,0.0008500000000000174,163.865,163.57,3078139,-0.2950000000000159
2007-08-08,1.37524,1.38005,861050,0.004809999999999981,1.44994,1.44728,256120,-0.0026600000000001067,1.6455,1.6505,941969,0.0050000000000001155,0.6801,0.6775,2032117,-0.0026000000000000467,163.57,165.2,3015026,1.6299999999999955
2007-08-09,1.38014,1.36625,860435,-0.013889999999999958,1.44735,1.44573,255984,-0.0016199999999999548,1.6505,1.6353,1525627,-0.015200000000000102,0.6775,0.6759,2394136,-0.0016000000000000458,165.22,161.18,3787906,-4.039999999999992
2007-08-10,1.3664,1.36907,769005,0.00266999999999995,1.44593,1.44127,240807,-0.0046599999999998865,1.6353,1.64195,1492941,0.006650000000000045,0.6759,0.6765,2331718,0.0006000000000000449,161.18,161.97,3481090,0.789999999999992
2007-08-13,1.36887,1.36115,948804,-0.007719999999999949,1.44127,1.43609,271632,-0.005179999999999962,1.6409,1.6395,1531393,-0.0014000000000000679,0.67662,0.67655,2376928,-7.00000000000145e-05,161.76,160.53,3691328,-1.2299999999999898
2007-08-14,1.36108,1.35215,858583,-0.008930000000000105,1.43605,1.44631,256619,0.010259999999999936,1.6395,1.6385,2031553,-0.0009999999999998899,0.67655,0.6783,2883289,0.0017500000000000293,160.53,158.805,4856713,-1.7249999999999943
2007-08-15,1.35216,1.34077,858192,-0.011390000000000011,1.44626,1.4507,255330,0.0044399999999999995,1.6385,1.6371,2366527,-0.0014000000000000679,0.67835,0.6755,3315320,-0.002850000000000019,158.805,156.26,5008808,-2.545000000000016
2007-08-16,1.34096,1.34241,857027,0.0014500000000001734,1.45058,1.44349,256822,-0.007090000000000041,1.6371,1.6332,3046748,-0.0039000000000000146,0.6755,0.67685,3628158,0.0013499999999999623,156.26,152.69,4426933,-3.569999999999993
2007-08-17,1.34263,1.34721,769548,0.0045800000000000285,1.44358,1.42695,239511,-0.016630000000000145,1.6331,1.6274,2086082,-0.005700000000000038,0.67685,0.6798,2029047,0.002950000000000008,152.69,154.02,3130899,1.3300000000000125
2007-08-20,1.3476,1.34627,946307,-0.0013299999999998313,1.42582,1.42428,274100,-0.0015400000000000968,1.6264,1.6242,1663778,-0.0021999999999999797,0.6802,0.67815,1867275,-0.0020499999999999963,153.86,154.56,3263009,0.6999999999999886
2007-08-21,1.34632,1.34563,855174,-0.0006899999999998574,1.42431,1.43282,253943,0.008510000000000018,1.6243,1.6235,1620852,-0.0008000000000001339,0.67815,0.6787,1920750,0.0005499999999999394,154.56,153.85,2788821,-0.710000000000008
2007-08-22,1.34558,1.35513,860770,0.009549999999999947,1.43288,1.43346,256133,0.0005800000000000249,1.6235,1.6346,1307231,0.01110000000000011,0.6787,0.6791,2094345,0.00040000000000006697,153.86,157.2,3244387,3.339999999999975
2007-08-23,1.35524,1.35566,860734,0.00042000000000008697,1.43352,1.42757,254737,-0.0059499999999999,1.6346,1.6373,1254619,0.0026999999999999247,0.67905,0.6764,3185220,-0.002650000000000041,157.21,157.58,3607766,0.37000000000000455
2007-08-24,1.35572,1.36725,769321,0.01153000000000004,1.42754,1.43828,241478,0.010739999999999972,1.6373,1.6416,1365060,0.0042999999999999705,0.6764,0.6787,3037203,0.0022999999999999687,157.58,159.24,3645310,1.6599999999999966
2007-08-27,1.36745,1.36254,963599,-0.00490999999999997,1.43817,1.43853,264000,0.000360000000000138,1.64138,1.6389,849257,-0.0024800000000000377,0.67871,0.67925,2216597,0.0005399999999999849,159.1,157.44,2914044,-1.6599999999999966
2007-08-28,1.36234,1.3568,855484,-0.0055400000000001,1.43859,1.44477,254964,0.006180000000000074,1.6389,1.6319,1218136,-0.007000000000000117,0.6793,0.67895,3319919,-0.00034999999999996145,157.44,154.83,3895578,-2.609999999999985
2007-08-29,1.35675,1.36496,846647,0.00821000000000005,1.44471,1.448,255710,0.003290000000000015,1.632,1.6393,1377133,0.007300000000000084,0.679,0.6777,3784067,-0.0013000000000000789,154.83,157.85,4586381,3.019999999999982
2007-08-30,1.36501,1.36623,861163,0.0012199999999999989,1.4479,1.44521,254731,-0.002689999999999859,1.6393,1.6426,1486741,0.0033000000000000806,0.6776,0.6784,2487441,0.0008000000000000229,157.85,158.41,3232905,0.5600000000000023
2007-08-31,1.36636,1.36279,766613,-0.003570000000000073,1.44534,1.43788,238363,-0.007460000000000022,1.6426,1.64685,1469455,0.004249999999999865,0.6784,0.6754,2257171,-0.0030000000000000027,158.41,157.71,2773607,-0.6999999999999886
2007-09-03,1.36276,1.36106,964049,-0.0017000000000000348,1.43806,1.43304,270476,-0.005019999999999802,1.6468,1.6455,818177,-0.0013000000000000789,0.67547,0.67475,1152020,-0.0007200000000000539,157.75,157.79,1768821,0.03999999999999204
2007-09-04,1.36096,1.36182,854796,0.0008600000000000829,1.43317,1.42835,252723,-0.0048200000000000465,1.6455,1.6488,1044988,0.0033000000000000806,0.67475,0.6758,2100680,0.0010499999999999954,157.79,158.36,2897139,0.5700000000000216
2007-09-05,1.36176,1.36443,842406,0.00266999999999995,1.42857,1.43791,253047,0.009340000000000126,1.6488,1.6436,877457,-0.0052000000000000934,0.6758,0.67565,2239714,-0.00014999999999998348,158.36,157.0,3346626,-1.3600000000000136
2007-09-06,1.36453,1.36808,859466,0.003549999999999942,1.43793,1.43886,255327,0.0009300000000000974,1.6436,1.64425,470200,0.0006500000000000394,0.67565,0.67735,1963384,0.0017000000000000348,157.01,157.87,2501327,0.8600000000000136
2007-09-07,1.36826,1.37657,770247,0.00831000000000004,1.43889,1.4523,238173,0.013409999999999922,1.64425,1.6362,648283,-0.00804999999999989,0.67735,0.6785,2370069,0.0011499999999999844,157.865,156.07,2575041,-1.795000000000016
2007-09-10,1.37681,1.37853,962508,0.0017199999999999438,1.45176,1.45061,271972,-0.0011499999999999844,1.63502,1.63675,673185,0.0017300000000000093,0.67862,0.6803,1311848,0.0016800000000000148,155.59,156.44,1736737,0.8499999999999943
2007-09-11,1.37852,1.38283,862952,0.004310000000000036,1.45059,1.44133,253739,-0.009260000000000046,1.6368,1.6449,1068294,0.008099999999999996,0.6803,0.6812,2323049,0.0009000000000000119,156.44,157.93,2659560,1.490000000000009
2007-09-12,1.38288,1.38897,857233,0.006089999999999929,1.44121,1.44018,255040,-0.0010300000000000864,1.6449,1.6463,1017629,0.0014000000000000679,0.6812,0.68485,2398886,0.003649999999999931,157.94,158.845,3027440,0.9050000000000011
2007-09-13,1.38899,1.387,858910,-0.0019899999999999363,1.44021,1.43474,253244,-0.005470000000000086,1.6463,1.64365,999574,-0.002650000000000041,0.6849,0.68685,2172323,0.0019500000000000073,158.845,159.555,2693141,0.710000000000008
2007-09-14,1.38708,1.38728,798587,0.00019999999999997797,1.4347,1.4283,241700,-0.006400000000000183,1.64365,1.6504,827937,0.006750000000000034,0.68695,0.6911,1541320,0.004150000000000098,159.555,160.05,2371333,0.49500000000000455
2007-09-17,1.3868,1.38675,904022,-5.0000000000105516e-05,1.42791,1.425,264660,-0.002909999999999968,1.64904,1.6462,823214,-0.0028399999999999537,0.691,0.6967,1519090,0.005700000000000038,159.8,159.42,2316539,-0.3800000000000239
2007-09-18,1.38675,1.39634,863966,0.009589999999999987,1.42497,1.41602,254013,-0.008950000000000014,1.6462,1.6514,1013429,0.005199999999999871,0.6967,0.6941,1810806,-0.0025999999999999357,159.42,161.82,2819786,2.4000000000000057
2007-09-19,1.39644,1.39721,861700,0.0007700000000001594,1.41602,1.41505,255232,-0.0009700000000001374,1.6514,1.6523,1123271,0.0009000000000001229,0.6941,0.69805,2014543,0.003949999999999898,161.82,162.03,3348923,0.21000000000000796
2007-09-20,1.397,1.40737,860407,0.01036999999999999,1.41521,1.4075,253138,-0.007710000000000106,1.6524,1.6493,1440825,-0.0031000000000001027,0.698,0.7001,2006509,0.0020999999999999908,162.02,161.93,3483528,-0.09000000000000341
2007-09-21,1.4076,1.40885,766797,0.0012499999999999734,1.40747,1.4092,242137,0.0017300000000000093,1.6493,1.6518,767662,0.0024999999999999467,0.7001,0.6971,1726105,-0.0029999999999998916,161.95,162.71,2603678,0.7600000000000193
2007-09-24,1.40901,1.4069,965112,-0.0021100000000000563,1.40915,1.41402,265421,0.004870000000000152,1.65073,1.6509,743041,0.00017000000000000348,0.69715,0.6987,2003928,0.0015499999999999403,162.57,161.385,1842099,-1.1850000000000023
2007-09-25,1.40688,1.41387,866590,0.006990000000000052,1.41372,1.41948,253654,0.005759999999999987,1.6509,1.6493,627923,-0.0016000000000000458,0.6987,0.701,2513980,0.0022999999999999687,161.38,162.225,2028289,0.8449999999999989
2007-09-26,1.4139,1.41246,862701,-0.0014399999999998858,1.41938,1.41874,253462,-0.000640000000000196,1.6493,1.6528,746023,0.0035000000000000586,0.701,0.7011,2090746,9.999999999998899e-05,162.225,163.075,1547437,0.8499999999999943
2007-09-27,1.41246,1.416,862499,0.0035399999999998766,1.41872,1.41726,253245,-0.0014600000000000168,1.6528,1.65975,678091,0.006950000000000012,0.70108,0.6979,2385766,-0.0031800000000000717,163.075,163.34,2055270,0.2650000000000148
2007-09-28,1.41602,1.42656,800908,0.010539999999999994,1.41731,1.4142,242389,-0.003110000000000168,1.6597,1.6601,1019186,0.00039999999999995595,0.6979,0.6967,2454704,-0.0011999999999999789,163.34,163.76,2847955,0.4199999999999875
2007-10-01,1.42723,1.423,922415,-0.004229999999999956,1.41769,1.41205,262843,-0.005639999999999867,1.6595,1.66245,1214996,0.002950000000000008,0.69693,0.6963,2250430,-0.0006300000000000194,163.83,164.705,1669690,0.875
2007-10-02,1.42308,1.41526,864433,-0.007819999999999938,1.41206,1.41222,253796,0.00015999999999993797,1.6625,1.6636,1097645,0.0010999999999998789,0.6963,0.6934,2017431,-0.0029000000000000137,164.705,163.78,1474137,-0.9250000000000114
2007-10-03,1.41522,1.4091,864664,-0.006119999999999903,1.41233,1.40677,251985,-0.005560000000000009,1.6636,1.6628,1348469,-0.0007999999999999119,0.6934,0.69345,1635307,4.999999999999449e-05,163.78,164.52,1571608,0.7400000000000091
2007-10-04,1.40922,1.41325,864959,0.004029999999999978,1.4068,1.4096,252903,0.0027999999999999137,1.66275,1.6608,1289506,-0.0019499999999998963,0.69345,0.693,1774265,-0.00045000000000006146,164.51,164.595,1828460,0.08500000000000796
2007-10-05,1.41317,1.41336,801078,0.00018999999999991246,1.40961,1.38519,238163,-0.02442000000000011,1.66075,1.6654,1172716,0.004650000000000043,0.693,0.6918,1596536,-0.0011999999999999789,164.6,165.24,1033504,0.6400000000000148
2007-10-08,1.4134,1.40434,909758,-0.009060000000000068,1.38628,1.38518,268281,-0.0010999999999998789,1.66375,1.6661,1014608,0.002349999999999852,0.69208,0.69,1244581,-0.002080000000000082,165.52,164.765,857066,-0.7550000000000239
2007-10-09,1.4043,1.41064,863330,0.00633999999999979,1.38525,1.38552,254567,0.00026999999999999247,1.6662,1.6692,1451106,0.0030000000000001137,0.69,0.6915,1715286,0.0015000000000000568,164.77,165.4,1090767,0.6299999999999955
2007-10-10,1.41066,1.41405,865034,0.003390000000000004,1.38551,1.38774,251389,0.0022299999999999542,1.6692,1.6737,1349683,0.0044999999999999485,0.6915,0.6937,1882447,0.0021999999999999797,165.4,165.64,1964310,0.23999999999998067
2007-10-11,1.41408,1.41975,868196,0.005670000000000064,1.38767,1.38709,252642,-0.0005800000000000249,1.6737,1.6776,1690308,0.0039000000000000146,0.6937,0.6986,2044030,0.0049000000000000155,165.64,166.72,1004267,1.0800000000000125
2007-10-12,1.41986,1.41763,775373,-0.0022299999999999542,1.38709,1.37765,236730,-0.009439999999999893,1.6776,1.6795,1692182,0.0019000000000000128,0.6986,0.6962,2028571,-0.0023999999999999577,166.72,166.74,1074705,0.020000000000010232
